"text","id.x","id.y"
"edwin mellen press",1103,1076
"ee edward elgar publishing",1104,1077
"eerdmans",1105,1078
"eerdmans books for young readers",1106,1079
"eerdmans publishing company",1107,1080
"egmont",1108,1081
"egmont uk",1109,1082
"egmont uk limited",1110,1083
"eisenbrauns",1111,1084
"el cid editor",1112,1085
"eland",1113,1086
"eleanor d wilson museum hollins university",1114,1087
"element",1115,1088
"element children's books",1116,1089
"elephant house press",1117,1090
"elephant rock books",1118,1091
"ella frank llc",1119,1092
"ellis island immigrant cookbook",1120,1093
"ellora's cave",1121,1094
"ellora's cave pub",1122,NA
"ellora's cave pub;;ellora's cave publishing",NA,1095
"ellora's cave publishing",1123,NA
"ellora's cave publishing inc",1124,1096
"ellora's cave romantica pub",1125,NA
"ellora's cave romantica pub;;ellora's cave romantica publishing",NA,1097
"ellora's cave romantica publishing",1126,NA
"ellora's cave romatica publishing",1127,1098
"elservier",1128,1099
"elsevier",1129,1100
"elsevier academic press",1130,1101
"elsevier advanced technology",1131,1102
"elsevier ap academic press",1132,1103
"elsevier applied science",1133,1104
"elsevier butterworth heinemann",1134,1105
"elsevier inc",1135,1106
"elsevier ltd",1136,1107
"elsevier saunders",1137,1108
"elsevier science publishers b v",1138,1109
"emerald",1139,1110
"emerald group publishing limited",1140,1111
"emerald publishing limited",1141,1112
"emeralda ltd",1142,1113
"emerson books",1143,1114
"empak enterprises",1144,1115
"encircle publications",1145,1116
"encounter books",1146,1117
"encyclopaedia britannica",1147,1118
"encyclopaedia britannica inc",1148,1119
"enslow elementary",1149,1120
"enslow publishers",1150,1121
"enslow publishers inc",1151,1122
"enslow publishing",1152,1123
"entangled brazen",1153,1124
"entangled publishing llc",1154,1125
"environmental law institute",1155,1126
"eos",1156,1127
"ep books",1157,1128
"epic comics",1158,1129
"epic escape",1159,1130
"epic press",1160,1131
"eps players press",1161,1132
"equator",1162,1133
"equinox",1163,1134
"eraldo lucero",1164,1135
"eraserhead press",1165,1136
"ereads com",1166,1137
"ernest bywater",1167,1138
"erstwhile publications",1168,1139
"esotericprint co uk",1169,1140
"eternal romance",1170,1141
"ethelbert cooper gallery of african and african american art",1171,1142
"ethics international press ltd",1172,1143
"etruscan press",1173,1144
"euroexperto",1174,1145
"europa editions",1175,1146
"europa media inc",1176,1147
"europa publications",1177,1148
"european council on foreign relations ecfr",1178,1149
"evans",1179,1150
"everafter romance",1180,1151
"everyman chess",1181,1152
"excalibur books",1182,1153
"executive communications",1183,1154
"exeter",1184,1155
"experiment llc",1185,1156
"exponential",1186,1157
"eyedentified publishing solutions",1187,1158
"ez nature books",1188,1159
"f a davis company",1189,1160
"f a thorpe",1190,1161
"f a thorpe pub",1191,NA
"f a thorpe pub;;f a thorpe publishing",NA,1162
"f a thorpe publishing",1192,NA
"f a thorpe publishing ltd",1193,1163
"f a thrope publishing",1194,1164
"f cass",1195,1165
"f h thomas",1196,1166
"f p harper",1197,1167
"f w media inc",1198,1168
"f w publications inc",1199,1169
"f warne",1200,NA
"f warne;;frederick warne",NA,1170
"f watts",1201,NA
"f watts;;franklin watts",NA,1171
"f8 book",1202,1172
"faber and faber",1203,1173
"fableprint",1204,1174
"facet",1205,1175
"facet publishing",1206,1176
"facts on file",1207,1177
"faculty of graduate studies university of western ontario",1208,1178
"faenum publishing ltd",1209,1179
"fairbanks art and books",1210,1180
"fairchild books",1211,1181
"fairchild publications",1212,1182
"fairleigh dickinson university press",1213,1183
"fairview press",1214,1184
"faith library publications",1215,1185
"faithwords",1216,1186
"falcon press",1217,1187
"fall river press",1218,1188
"falmer press",1219,1189
"family life center publications",1220,1190
"family solutions press",1221,1191
"fantagraphics books",1222,1192
"fantagraphics books inc",1223,1193
"farrand press and private libraries association",1224,1194
"farrar straus and giraux",1225,1195
"farrar straus and giroux",1226,1196
"farrar straus giroux",1227,1197
"fastprint publishing",1228,1198
"faw eurobodalla writers",1229,1199
"fawcett books",1230,1200
"fawcett columbine",1231,1201
"fawcett coventry",1232,1202
"fawcett crest",1233,1203
"fawcett crest books",1234,1204
"fawcett gold medal",1235,1205
"fawcett juniper",1236,1206
"fc and a",1237,1207
"fc2",1238,1208
"fearon education",1239,1209
"featherstone",1240,1210
"featherstone education",1241,1211
"feiwel and friends",1242,1212
"feldheim",1243,1213
"felis books",1244,1214
"feminist press at the city university of new york",1245,1215
"fence books",1246,1216
"feral house",1247,1217
"ferdinand scho ningh",1248,1218
"figure 1",1249,1219
"fingerpress ltd",1250,1220
"fiona crotty smith",1251,1221
"firecrest",1252,1222
"firecrest pub",1253,1223
"firefly books",1254,1224
"firefly books ltd",1255,1225
"fireside",1256,1226
"first second",1257,1227
"first story",1258,1228
"firstforumpress",1259,1229
"fischer",1260,1230
"five by five publishing",1261,1231
"five in a row publishing",1262,1232
"five star",1263,1233
"flame tree publishing",1264,1234
"flammarion",1265,1235
"flatiron books",1266,1236
"fletcher books",1267,1237
"flight risk books",1268,1238
"flip city media inc",1269,1239
"flipside ink llc",1270,1240
"flowerpot press",1271,1241
"flying eye books",1272,1242
"flying witch pub",1273,1243
"fo jiao da cang jing ji jin hui",1274,1244
"focal press",1275,1245
"focus readers",1276,1246
"fodor's travel",1277,1247
"fodor's travel publications",1278,1248
"folker kru ger",1279,1249
"follett press",1280,1250
"fonds monetaire international",1281,1251
"fons vitae",1282,1252
"fontana",1283,1253
"for beginners llc",1284,1254
"forbes travel",1285,1255
"forbesbooks",1286,1256
"fordham university press",1287,1257
"foreedge",1288,1258
"forever",1289,1259
"forge",1290,1260
"forge books",1291,1261
"forgotten books",1292,1262
"fortress press",1293,1263
"foster academics",1294,1264
"fountainhead press",1295,1265
"four courts press for the group for the study of irish historic settlement and irish post medieval archaeology group",1296,1266
"fourth estate",1297,1267
"frances lincoln",1298,1268
"frances lincoln children's",1299,1269
"frances lincoln children's books",1300,1270
"franciscan institute publications",1301,1271
"franklin watts",1302,NA
"frederick ungar publishing co",1303,1272
"frederick warne",1304,NA
"frederick warne and co",1305,1273
"free press",1306,1274
"free press of glencoe",1307,1275
"frick collection",1308,1276
"friends of ed",1309,1277
"friendspress",1310,1278
"frommer media llc",1311,1279
"frommer's",1312,1280
"front table books",1313,1281
"ft press",1314,1282
"fundo moneta rio internacional",1315,1283
"furry purry press",1316,1284
"futura",1317,1285
"futurecycle press",1318,1286
"futuretext",1319,1287
"g allen and unwin",1320,NA
"g allen and unwin;;george allen and unwin",NA,1288
"g k hall",1321,1289
"g k hall and co",1322,1290
"g munro's sons",1323,1291
"g p o",1324,1292
"g p putnam's sons",1325,1293
"g s fields",1326,1294
"g schirmer inc",1327,1295
"g w kent",1328,1296
"g2 rights ltd",1329,1297
"gac press",1330,1298
"gagosian gallery",1331,1299
"galahad books",1332,1300
"gale",1333,1301
"gale a cengage company",1334,1302
"gale cengage learning",1335,1303
"gale research",1336,1304
"gale research inc",1337,1305
"galerie thaddaeus ropac",1338,1306
"gallery books",1339,1307
"gallery press",1340,1308
"gallipade international",1341,1309
"games workshop ltd",1342,1310
"garden way pub",1343,1311
"gareth stevens pub",1344,NA
"gareth stevens pub;;gareth stevens publishing",NA,1312
"gareth stevens publishing",1345,NA
"garland",1346,1313
"garland pub",1347,1314
"garland science taylor and francis group",1348,1315
"gary wittmann",1349,1316
"gaspereau press limited printers and publishers",1350,1317
"gateway program evergreen state college",1351,1318
"gatfpress",1352,1319
"geddes and grosset",1353,1320
"gemma halliday publishing",1354,1321
"genealogical pub co",1355,1322
"geological society",1356,1323
"george allen and unwin",1357,NA
"george mason university press",1358,1324
"georgetown university press",1359,1325
"getty conservation institute",1360,1326
"ghost road press",1361,1327
"gia",1362,1328
"gibb memorial trust",1363,1329
"gibbs smith",1364,1330
"gibbs smith education",1365,1331
"gideon",1366,1332
"gideon informatics",1367,1333
"gideon informatics inc",1368,1334
"gilead publishing",1369,1335
"gill and macmillan",1370,1336
"gill education",1371,1337
"gina la bruye re",1372,1338
"gingko library",1373,1339
"glencoe mcgraw hill",1374,1340
"glencoe mcgraw hill education",1375,1341
"global arbitration review",1376,1342
"global education systems ltd ges",1377,1343
"global insight communications llc",1378,1344
"global partners digital",1379,1345
"globe pequot press",1380,1346
"golden book",1381,1347
"golden books",1382,1348
"golden press",1383,1349
"goldsmith press llc",1384,1350
"goliath verlagsgesellschaft mbh",1385,1351
"gollancz",1386,1352
"gollancz manga",1387,1353
"good health industries",1388,1354
"goodfellow publishers",1389,1355
"goodfellow publishers ltd",1390,1356
"gordon and breach science publishers",1391,1357
"gorgias press",1392,1358
"gorgias press llc",1393,1359
"gotham books",1394,1360
"gower",1395,1361
"gpp",1396,1362
"gpp travel",1397,1363
"grafton books",1398,1364
"graham and trotman for the commission of the european communities",1399,1365
"graham foundation",1400,1366
"gramercy books",1401,1367
"gramercy publishing company",1402,1368
"granada",1403,1369
"granada pub",1404,1370
"granada publishing limited",1405,1371
"grand central pub",1406,NA
"grand central pub;;grand central publishing",NA,1372
"grand central publishing",1407,NA
"grand central publishing hachette book group",1408,1373
"grand central publishing large print",1409,1374
"grandmaster myung yong kim",1410,1375
"grandreams ltd",1411,1376
"grange books",1412,1377
"granity studios",1413,1378
"granta",1414,1379
"graphia houghton mifflin harcourt",1415,1380
"gravitas publications",1416,1381
"graywolf press",1417,1382
"great books foundation",1418,1383
"green books",1419,1384
"green fuse community press",1420,1385
"green light readers harcourt",1421,1386
"green tiger press",1422,1387
"greenham and gotto",1423,1388
"greenhaven press",1424,1389
"greenleaf publishing",1425,1390
"greenleaf publishing limited",1426,1391
"greenwich",1427,1392
"greenwillow books",1428,1393
"greenwood",1429,1394
"greenwood press",1430,1395
"gregg press",1431,1396
"grey house publishing",1432,1397
"greyfox press",1433,1398
"greyson media",1434,1399
"grilled flowers press",1435,1400
"grolier",1436,1401
"grolier educational corp",1437,1402
"grosset and dunlap",1438,1403
"grossman publishers",1439,1404
"ground truth press",1440,1405
"grove",1441,1406
"grove press",1442,1407
"grub street",1443,1408
"guardian knight studios",1444,1409
"guideposts books",1445,1410
"guilford park publishing",1446,1411
"guilford press",1447,1412
"gulf professional publishing",1448,1413
"gun digest books",1449,1414
"gustav fischer",1450,1415
"h abrams",1451,1416
"h colburn and r bentley",1452,1417
"h holt",1453,NA
"h holt;;henry holt",NA,1418
"h l reader",1454,1419
"h m s o",1455,1420
"h n abrams",1456,NA
"h n abrams;;harry n abrams",NA,1421
"h w sams",1457,NA
"h w sams;;howard w sams",NA,1422
"hachai pub",1458,1423
"hachette books",1459,1424
"hackett pub",1460,1425
"hackett publishing company inc",1461,1426
"hal leonard corporation",1462,1427
"halban",1463,1428
"hallmark",1464,1429
"halo publishing international",1465,1430
"hameray publishing group",1466,1431
"hamish hamilton",1467,1432
"hamlyn",1468,1433
"hamlyn paperbacks",1469,1434
"hammond",1470,1435
"hancock house",1471,1436
"hanley and belfus",1472,1437
"harcourt",1473,1438
"harcourt brace and world",1474,1439
"harcourt brace jovanovich",1475,1440
"harcourt school",1476,1441
"hard candy books",1477,1442
"hardpress",1478,1443
"harlem moon",1479,1444
"harlequin",1480,1445
"harlequin books",1481,1446
"harlequin love inspired",1482,1447
"harlequin love inspired suspense",1483,1448
"harmony ink",1484,1449
"harmony press",1485,1450
"harper",1486,1451
"harper and row",1487,1452
"harper and row publishers",1488,1453
"harper collins",1489,NA
"harper collins publishers",1490,NA
"harper collins publishers;;harpercollins publishers;;harpercollinspublishers",NA,1455
"harper collins;;harpercollins",NA,1454
"harper colophon books",1491,1456
"harper design",1492,1457
"harper festival",1493,NA
"harper festival;;harperfestival",NA,1458
"harper one",1494,NA
"harper one;;harperone",NA,1459
"harper paperbacks",1495,NA
"harper paperbacks;;harperpaperbacks",NA,1460
"harper perennial",1496,NA
"harper perennial;;harperperennial",NA,1461
"harper teen",1497,NA
"harper teen;;harperteen",NA,1462
"harper tempest",1498,1463
"harper torchbooks",1499,1464
"harper voyager",1500,1465
"harper wave",1501,1466
"harperaudio blackstone audio",1502,1467
"harperbusiness",1503,1468
"harpercollins",1504,NA
"harpercollins children's books",1505,1469
"harpercollins e books",1506,1470
"harpercollins publisher",1507,NA
"harpercollins publisher;;harpercollinspublisher",NA,1471
"harpercollins publishers",1508,NA
"harpercollinsespan ol",1509,1472
"harpercollinspublisher",1510,NA
"harpercollinspublishers",1511,NA
"harpercollinspublsihers",1512,1473
"harperelixir",1513,1474
"harperfestival",1514,NA
"harperimpulse",1515,1475
"harperluxe",1516,1476
"harperone",1517,NA
"harperpaperbacks",1518,NA
"harperperennial",1519,NA
"harperteen",1520,NA
"harperteen amistad",1521,1477
"harpertorch",1522,1478
"harpertrophy",1523,1479
"harpertrophy a registered trademark of harpercollins publishers inc",1524,1480
"harrap's",1525,1481
"harriman house",1526,1482
"harry n abrams",1527,NA
"hart",1528,1483
"hart publishing",1529,1484
"hart publishing bloomsbury publishing plc",1530,1485
"harvard business review press",1531,1486
"harvard business school",1532,1487
"harvard common press",1533,1488
"harvard education press",1534,1489
"harvard university asia center",1535,1490
"harvard university press",1536,NA
"harvard university press;;harvard universitypress",NA,1491
"harvard universitypress",1537,NA
"harvest book",1538,1492
"harvest house publishers",1539,1493
"haskell house publishers",1540,1494
"hau books",1541,1495
"haworth hospitality press",1542,1496
"haworth press",1543,1497
"haworth press inc",1544,1498
"hawthorn books",1545,1499
"hay house",1546,1500
"hay house inc",1547,1501
"hay house uk ltd",1548,1502
"hayden books",1549,1503
"haymarket books",1550,1504
"haynes pub group",1551,NA
"haynes pub group;;haynes publishing group",NA,1505
"haynes publishing group",1552,NA
"hayward publishing",1553,1506
"head of zeus",1554,1507
"head of zeus ltd",1555,1508
"headline",1556,1509
"headline feature",1557,1510
"headline review",1558,1511
"health and safety publishers",1559,1512
"hearst editions",1560,1513
"heavy metal media llc",1561,1514
"heinemann",1562,1515
"heinemann educational books",1563,1516
"heinemann international",1564,1517
"heinemann library",1565,1518
"heinemann raintree",1566,1519
"heinle cengage learning",1567,1520
"helbling languages",1568,1521
"helga m rogers",1569,1522
"helion and company",1570,1523
"helion and company limited",1571,1524
"hendrickson pub",1572,1525
"henry holt",1573,NA
"henry holt and co",1574,NA
"henry holt and co;;henry holt and company",NA,1526
"henry holt and company",1575,NA
"henry holt and company llc",1576,1527
"henry holt and company square fish imprints of macmillan",1577,1528
"her majesty's stationery office",1578,1529
"herald press",1579,1530
"herefordshire press",1580,1531
"heritage books",1581,1532
"heritage books inc",1582,1533
"heritage egmont",1583,1534
"hermes house",1584,1535
"hesperus press limited",1585,1536
"hey sup bye publishing",1586,1537
"hibbert and stiles publishing inc",1587,1538
"hierarchy publishing llc",1588,1539
"high conflict institute press",1589,1540
"highlights for children inc",1590,1541
"hill and wang",1591,1542
"hillary devisser",1592,1543
"hippo",1593,1544
"hippocrene",1594,1545
"hippocrene books",1595,1546
"hippocrene books inc",1596,1547
"hirschl and adler galleries",1597,1548
"hirschl and adler modern",1598,1549
"hirshhorn museum and sculpture garden",1599,1550
"historic scotland",1600,1551
"history compass",1601,1552
"history of new york city project",1602,1553
"history press",1603,1554
"hm treasury",1604,1555
"hmh books",1605,1556
"hoart llc",1606,1557
"hobblebush books",1607,1558
"hodder",1608,1559
"hodder and stoughton",1609,1560
"hodder and stoughton ltd",1610,1561
"hodder arnold",1611,1562
"hodder children's",1612,1563
"hodder children's books",1613,1564
"hodder education",1614,1565
"hodder education an hachette uk company",1615,1566
"hodder paperbacks",1616,1567
"hodder wayland",1617,1568
"hogarth",1618,1569
"hogarth press",1619,1570
"hogarth press and the institute of psycho analysis",1620,1571
"hollym international corp",1621,1572
"holt",1622,1573
"holt rinehart and winston",1623,1574
"holt rinehart and winston inc",1624,1575
"holy macro books",1625,1576
"home service publications",1626,1577
"hometown world",1627,1578
"hoopoe books",1628,1579
"hoot owl books",1629,1580
"hope meadow publishing",1630,1581
"horizon bound books",1631,1582
"horizon business press",1632,1583
"horwood publishing",1633,1584
"hotchkiss publishing",1634,1585
"hotsa at k arne hod torah",1635,1586
"houghton mifflin",1636,1587
"houghton mifflin books for children houghton mifflin harcourt",1637,1588
"houghton mifflin co",1638,NA
"houghton mifflin co;;houghton mifflin company",NA,1589
"houghton mifflin company",1639,NA
"houghton mifflin harcourt",1640,1590
"houghton mifflin harcourt publishing",1641,1591
"house of london",1642,1592
"house of stratus",1643,1593
"how books",1644,1594
"howard baker",1645,1595
"howard books",1646,1596
"howard w sams",1647,NA
"howes",1648,1597
"hq",1649,1598
"huber",1650,1599
"hudson institute",1651,1600
"human kinetics",1652,1601
"human rights program harvard law school",1653,1602
"human rights watch",1654,1603
"humana press",1655,1604
"humanities press",1656,1605
"humanities press international",1657,1606
"humanities research centre",1658,1607
"humanum academic press",1659,1608
"humming earth",1660,1609
"hungry minds",1661,1610
"hunter house",1662,1611
"hurd and houghton",1663,1612
"hurst and company",1664,1613
"hutchinson",1665,1614
"hyperion",1666,1615
"hyperion books",1667,1616
"hyperion books for children",1668,1617
"hyperion paperbacks",1669,1618
"hyperion paperbacks for children",1670,1619
"hysteria publications",1671,1620
"i b tauris",1672,1621
"i b tauris and co ltd",1673,NA
"i b tauris and co ltd;;i b tauris andco ltd",NA,1622
"i b tauris andco ltd",1674,NA
"iahs press",1675,1623
"iap information age publishing inc",1676,1624
"ibm press pearson plc",1677,1625
"ibooks",1678,1626
"ice publishing",1679,1627
"icon",1680,1628
"icon books",1681,1629
"icon group",1682,1630
"icono",1683,1631
"iconografix",1684,1632
"idw",1685,1633
"idw pub",1686,NA
"idw pub;;idw publishing",NA,1634
"idw publishing",1687,NA
"ieee",1688,1635
"ieee computer society press",1689,1636
"ieee press",1690,1637
"ieee press standards information network",1691,1638
"ifrs foundation",1692,1639
"ifs",1693,1640
"igi global",1694,1641
"igi publishing",1695,1642
"igip",1696,1643
"igloo",1697,1644
"igloo books",1698,NA
"igloo books;;igloobooks",NA,1645
"igloobooks",1699,NA
"ignatius press",1700,1646
"iitac press illinois institute of technology college of architecture",1701,1647
"ilex",1702,1648
"ilq",1703,1649
"image",1704,1650
"image books",1705,1651
"image books doubleday",1706,1652
"image comics",1707,1653
"image comics inc",1708,1654
"imagination agency",1709,1655
"imagine publishing",1710,1656
"imago imprint inc",1711,1657
"imperial college press",1712,1658
"imprint",1713,1659
"incentive compensation publications",1714,1660
"incentive publications",1715,1661
"independent institute",1716,1662
"indian defence review",1717,1663
"indiana university press",1718,1664
"industrial press",1719,1665
"indypublish com",1720,1666
"infinity publishing com",1721,1667
"influence resources",1722,1668
"influential individuals",1723,1669
"infobase learning",1724,1670
"informa law",1725,1671
"information age publishing",1726,1672
"information age publishing inc",1727,1673
"information science reference",1728,1674
"ingham pub",1729,1675
"inheritance publications",1730,1676
"inkwater press",1731,1677
"insight editions",1732,1678
"insight guides",1733,1679
"instant future books",1734,1680
"instant help books",1735,1681
"institute for career research",1736,1682
"institute for the study of human issues",1737,1683
"institute of contemporary art",1738,1684
"institute of electrical and electronics engineers",1739,1685
"institute of foresters of australia",1740,1686
"institute of materials",1741,1687
"institute of mathematical statistics",1742,1688
"institute of physics publishing",1743,1689
"institution of civil engineers",1744,1690
"institution of electrical engineers",1745,1691
"intellect",1746,1692
"inter governmental maritime consultive organization",1747,1693
"inter university consortium for political and social research",1748,1694
"inter varsity press",1749,NA
"inter varsity press;;intervarsity press",NA,1695
"intercollegiate studies institute",1750,1696
"interlink books",1751,1697
"international african institute",1752,1698
"international bank for reconstruction and development world bank",1753,1699
"international broadcasting services",1754,1700
"international city county management association",1755,1701
"international code council",1756,1702
"international commission on radiation units and measurements",1757,1703
"international monetary fund",1758,1704
"international monetary fund asia and pacific department",1759,1705
"international monetary fund fiscal affairs department",1760,1706
"international monetary fund imf institute",1761,1707
"international physicians for the prevention of nuclear war ippnw",1762,1708
"international psychoanalytic association",1763,1709
"international publishers",1764,1710
"internationalist publishing company",1765,1711
"intersentia",1766,1712
"intervarsity press",1767,NA
"interweave",1768,1713
"iop publishing",1769,1714
"ipc magazines",1770,1715
"ipi press",1771,1716
"irish academic press",1772,1717
"irl press",1773,1718
"ishi press international",1774,1719
"isis audio books",1775,1720
"isis large print",1776,1721
"isis publishing ltd",1777,1722
"islamic foundation",1778,1723
"islamic texts society",1779,1724
"island institute",1780,1725
"island press",1781,1726
"israel museum",1782,1727
"israel program for scientific translations",1783,1728
"iste",1784,1729
"iste editions",1785,1730
"iste editions ltd",1786,1731
"iste ltd",1787,1732
"iste press",1788,1733
"iste press ltd",1789,1734
"it books",1790,1735
"iuniverse",1791,1736
"iuniverse inc",1792,1737
"iuniverse llc",1793,1738
"ivan r dee",1794,1739
"ivp academic",1795,1740
"ivp books",1796,1741
"ivp connect",1797,1742
"ivy books",1798,1743
"ivy press",1799,1744
"iwa pub",1800,NA
"iwa pub;;iwa publishing",NA,1745
"iwa publishing",1801,NA
"j a whiting",1802,1746
"j b lippincott",1803,1747
"j b reid",1804,1748
"j benjamins",1805,1749
"j benjamins pub co",1806,NA
"j benjamins pub co;;john benjamins publishing company",NA,1750
"j c holmes",1807,1751
"j calder",1808,1752
"j cape",1809,NA
"j cape;;jonathan cape",NA,1753
"j daniel",1810,1754
"j disturnell",1811,1755
"j g ferguson pub co",1812,1756
"j j binns",1813,1757
"j lane",1814,1758
"j m dent",1815,1759
"j messner",1816,1760
"j munsell",1817,1761
"j murray",1818,NA
"j murray;;john murray",NA,1762
"j nisbet",1819,1763
"j p tarcher putnam",1820,1764
"j paul getty museum",1821,1765
"j ridgway",1822,1766
"j wiley",1823,NA
"j wiley and sons",1824,NA
"j wiley and sons;;john wiley and sons",NA,1768
"j wiley;;john wiley",NA,1767
"j wilson",1825,1769
"j wright",1826,1770
"j wright and sons",1827,1771
"jackdaw",1828,1772
"jai press inc",1829,1773
"jamerica publishing",1830,1774
"james clarke and co",1831,1775
"james lange",1832,1776
"jane's",1833,1777
"jcg publishing",1834,1778
"jef books journal of experimental fiction depth charge",1835,1779
"jeff magnuson",1836,1780
"jeremy p tarcher",1837,1781
"jessica kingsley publishers",1838,1782
"jewel press",1839,1783
"jewish lights pub",1840,1784
"jewish publication society",1841,1785
"jewish theological seminary of america",1842,1786
"jg press world publications group",1843,1787
"jj books",1844,1788
"jk mcenroe",1845,1789
"jms books llc",1846,1790
"jo fletcher books",1847,1791
"joanna cotler books",1848,1792
"john beaufoy publishing",1849,1793
"john beaufoy publishing limited",1850,1794
"john benjamins publishing company",1851,NA
"john blake",1852,1795
"john c spahn",1853,1796
"john curley and associates",1854,1797
"john ellsworth",1855,1798
"john hinde ltd",1856,1799
"john libbey eurotext",1857,1800
"john libbey publishing",1858,1801
"john libbey publishing ltd",1859,1802
"john murray",1860,NA
"john wiley",1861,NA
"john wiley and son ltd",1862,1803
"john wiley and sons",1863,NA
"john wiley and sons inc",1864,NA
"john wiley and sons inc;;john wiley and sons incorporated",NA,1804
"john wiley and sons incorporated",1865,NA
"john wiley and sons ltd",1866,1805
"john wiley dunod",1867,1806
"johns hopkins university press",1868,1807
"johnson institute",1869,1808
"johnson pub co",1870,1809
"jojoba press",1871,1810
"jolly fish press",1872,1811
"jonathan cape",1873,NA
"jones and bartlett",1874,1812
"jones and bartlett learning",1875,1813
"jones and bartlett publishers",1876,1814
"jose luis leyva",1877,1815
"joseph reidhead and company publishers",1878,1816
"jossey bass",1879,1817
"journal of commerce and commercial bulletin",1880,1818
"jove",1881,1819
"jove books",1882,1820
"jove publications",1883,1821
"joy of giving something inc",1884,1822
"jsa publishing",1885,1823
"juan de la cuesta",1886,1824
"jumping cow press",1887,1825
"junior league of greenville",1888,1826
"jupiter books",1889,1827
"juris",1890,1828
"kalmbach pub",1891,1829
"kane miller book publishers",1892,1830
"kanuka press",1893,1831
"kaplan publishing",1894,1832
"karen anna vogel",1895,1833
"karen fraunfelder cantwell",1896,1834
"karen macinerney",1897,1835
"karl a minner",1898,1836
"karnac",1899,1837
"katerine tegen",1900,1838
"katherine tegen books",1901,1839
"kaye and ward",1902,1840
"keep the faith",1903,1841
"kelsey publishing",1904,1842
"kendall green publications",1905,1843
"kendall hunt pub co",1906,NA
"kendall hunt pub co;;kendall hunt publishing company",NA,1844
"kendall hunt publishing company",1907,NA
"kenkra publishers",1908,1845
"kennedy graphics",1909,1846
"kennesaw mountain historical association",1910,1847
"kenneth westrate",1911,1848
"kennikat press",1912,1849
"kensington",1913,1850
"kensington books",1914,1851
"kensington pub",1915,1852
"kensington pub corp",1916,NA
"kensington pub corp;;kensington publishing corp",NA,1853
"kensington publishing corp",1917,NA
"kent state university press",1918,1854
"kerber verlag",1919,1855
"keroberous publishing",1920,1856
"kessinger pub",1921,NA
"kessinger pub co",1922,1858
"kessinger pub;;kessinger publishing",NA,1857
"kessinger publishing",1923,NA
"key of david publications",1924,1859
"kidsbooks",1925,1860
"kimani romance",1926,1861
"kindersley and lida lopes cardozo",1927,1862
"kingfisher",1928,1863
"kluwer academic",1929,1864
"kluwer academic plenum publishers",1930,1865
"kluwer academic publishers",1931,1866
"kluwer law international",1932,1867
"knight books",1933,1868
"knock knock",1934,1869
"knopf",1935,1870
"knopf doubleday publishing group",1936,1871
"knut house press",1937,1872
"ko ehler books",1938,1873
"kodansha",1939,1874
"kodansha comics",1940,1875
"kodansha international",1941,1876
"kodesh press l l c",1942,1877
"koenig books",1943,1878
"kogan page",1944,1879
"kogan page limited",1945,1880
"kogan press",1946,1881
"komite ng sambayanang pilipino",1947,1882
"krause publications",1948,1883
"kula kaiapuni kualapu u",1949,1884
"kumon publishing north america",1950,1885
"kuperard",1951,1886
"kyle books",1952,1887
"kylie young",1953,1888
"l a davenport",1954,1889
"l and l dreamspell",1955,1890
"l2 books",1956,1891
"la marca editora",1957,1892
"lace publications",1958,1893
"lacret pub co",1959,1894
"ladybird books",1960,1895
"lake union publishing",1961,1896
"lakeland marshall morgan and scott",1962,1897
"lakeshore learning materials",1963,1898
"lakota press",1964,1899
"landes bioscience",1965,1900
"lanthorn press",1966,1901
"lapwing publications",1967,1902
"lark books",1968,1903
"larry dean watts publishing",1969,1904
"launchcrate publishing",1970,1905
"laura geringer books",1971,1906
"laurel 1992",1972,1907
"laurel leaf books",1973,1908
"laurence king publishing",1974,1909
"laurence king publishing ltd",1975,1910
"law pack pub",1976,1911
"lawrence e crockett",1977,1912
"lawrence hall of science university of california",1978,1913
"lawrence hall of science university of california at berkeley",1979,1914
"lawson and jones",1980,1915
"league",1981,1916
"learn persian online",1982,1917
"learning matters",1983,1918
"learning works",1984,1919
"learningexpress",1985,1920
"lectorum publications",1986,1921
"lee and low books inc",1987,1922
"lee martin msc rd",1988,1923
"left coast press",1989,1924
"left coast press inc",1990,1925
"legas",1991,1926
"legend press",1992,1927
"legenda",1993,1928
"leisure books",1994,1929
"leitrim county council arts office",1995,1930
"lerner publications",1996,1931
"let's go inc",1997,1932
"lethe press",1998,1933
"lewis publishers",1999,1934
"lexington books",2000,1935
"lexisnexis",2001,1936
"lexisnexus",2002,1937
"liberty fund",2003,1938
"liberty street",2004,1939
"library and archives canada bibliothe que et archives canada",2005,1940
"library juice press",2006,1941
"library of america",2007,1942
"library of congress",2008,NA
"library of congress;;library ofcongress",NA,1943
"library of social science",2009,1944
"library ofcongress",2010,NA
"lifecodes publishing company",2011,1945
"lifeline publishers",2012,1946
"lifewise books",2013,1947
"lightning source uk ltd",2014,1948
"liguori",2015,1949
"liliana hart",2016,1950
"lincoln children's books",2017,1951
"lincoln institute of land policy",2018,1952
"linda leblanc",2019,1953
"linford",2020,1954
"linford thorpe",2021,1955
"lion",2022,1956
"lion children's",2023,1957
"lion forge",2024,1958
"lions",2025,1959
"lippincott",2026,1960
"lippincott williams and wilkins",2027,1961
"lippincott williams and wilkins wolters kluwer",2028,1962
"litchfield school district",2029,1963
"literary express inc",2030,1964
"literature house",2031,1965
"little bee books",2032,1966
